firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
ALDI,2020-05-18, Deputy Store Manager,"Former Employee, more than 5 years","Manchester, England, England",3,1.0,2.0,,3.0,1.0,1.0,x,r,v,"Good market pay, but unappreciated and taken for granted","The pay compared to similar jobs was better, and the work is intense which means you learn a lot fast, with many challenging situations daily to learn from","Feel underpaid from what you actually do day in day out. The job description of the lowest level of management is almost identical to that of THE store manager, yet the pay difference is phenomenal. The shifts are also very long and gruelling and overtime is every day. There were no thank you's or appreciative comments however; only if you make the slightest mistake will there. be feedback. Also.. 12 hour shift? 8 hour shift? 14 hour shift? You get 30 minutes regardless. Even more stressful when you're the duty manager and the manager bell is going off every few minutes and you have to reheat your food again and again and again. Many many more things to say far worse, but this alone is enough"
ALDI,2020-09-14, Store Assistant,"Former Employee, more than 5 years","Redcar, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Great company,"Rewarding
Great
Good pay
Different 
Easy
Good people
Customers nice","None
None 
None 
None 
None 
None"
ALDI,2021-01-04, Sales Associate,Current Employee,"Huddersfield, England, England",4,,,,,,,o,o,o,Sales,"Good, super, active, always, stop","Nothing, it’s a good place to work"
AJ-Bell,2021-02-05, Assistant Accountant,"Current Employee, more than 3 years","Manchester City Centre, England, England",4,3.0,4.0,5.0,4.0,3.0,3.0,v,r,v,Good experience,"Study package, friendly working environment.","Job stability, unpaid overtime and low bonus."
ALDI,2016-08-16, Management Apprentice,"Current Employee, more than 3 years","London, England, England",4,3.0,4.0,,5.0,4.0,4.0,v,v,r,"Fast Paced, Innovative and very demanding","Works with a range of dynamic, diverted people
Highest paying Retail hourly job, start £9.45 within London
Never day is the same
Sense of achievement after each day","Can be very stressful at times when given many tasks at once but experience makes you efficient.
As an apprentice, can be frustrating not earning the same amount for the same hard work."
ALDI,2020-01-09, Store Assistant,"Former Employee, less than 1 year","Bradford, Yorkshire and the Humber, England, England",5,4.0,4.0,,5.0,5.0,4.0,v,r,r,Difficult but rewarding,"Great introductory salary, friendly co-workers, never a dull moment","Strict performance targets, extremely fast paced work environment, especially during peak seasons"
ALDI,2019-10-12, Teacher,"Former Employee, more than 1 year","Stockton, Herefordshire, West Midlands, England, England",5,2.0,5.0,,5.0,5.0,5.0,v,r,v,Fab environment,Great employees and very nice too,Hard work lots of marking
ALDI,2020-09-04, Store Assistant,Current Employee,"Stratford-upon-Avon, England, England",5,2.0,3.0,,5.0,1.0,5.0,v,r,r,Not bad tbf,"On £10.41 an hour after being there for 4 years.
Used to get a pay rise at the end of the year but now it's just a bonus which is still better than nothing think it was like £200 extra.
Fairly easy to get to a manager pestion if you want to progress (just gotta work hard)","No shopping discount, only benefits are cycle to work scheme and cheaper gym so the same as other places tbh.
Hard work if you're on the shop floor having to complete pallets within a certain time.
everyday is pretty repetitive but thats majority of jobs."
AFH-Wealth-Management,2017-06-12, Anonymous Employee,"Current Employee, more than 1 year",,4,4.0,4.0,,3.0,3.0,4.0,v,v,o,Positive Experience,"Lots of support and training given
Very friendly and positive atmosphere",Hard to keep track of everyone due to the size of the company.
AJ-Bell,2020-06-11, Business Development,Current Employee,"Manchester, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Great place to work!!,"Great office space, friendly staff, great opportunities for progression!!","None , , , ,"
ALDI,2017-03-06, Store Assistant,Current Employee,"Glasgow, Scotland, Scotland",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Hard graft,"Hard work 
Great pay 
Great staff
Work life balance
Chances of climbing within the company",Store is really over staffed so not a lot of hours going till staff transfer to other stores
ALDI,2016-02-14, Store Assistant,"Former Employee, more than 10 years","Darlington, North East England, England, England",1,1.0,1.0,,1.0,1.0,1.0,x,x,x,Bullies and liars running the store,"Handing my notice in and that's about it, even the high pay rate is not worth it at all","Managers are bullies. Managers are liars. No free time or weekends. Shifts ochestrated so you can't do anything in your time away. Eleven hour rule only applies when it suits them. Nothing you do is right even if you follow instructions to the letter. The people that are promoted are never the right ones. Hard workers are ignored and the ones that suck up are the ones promoted. You are threatened with disciplinary if you don't cancel plans on your days off to do extra shifts, don't stay back late or go in early. You have to be 100% flexible for them but they aren't even close to 1% flexible for you by not giving you time off you request months in advance. You have to live, breathe, eat, sleep and talk Aldi 24/7. Your private live is secondary to them and it does not matter what is going on Aldi have to come first, second, third, fourth and fifth. Everything that goes on outside Aldi is a privilege and you should thank Aldi for it because they have the attitude that they make everything good in your life! It couldn't be more wrong! They drag you down, they belittle you, they lie to you, they lie about you, they take away all your self worth and they make it so you are scared to ring in sick then chastise you for going to work sick, they make it so you are frightened to ask for time off because as previously stated your life revolves around Aldi and nothing else once you start working there. You can't ask for help as you get threatened with disciplinaries for not being able to do your job even tho you are asking for the help to be able to do that job."
ALDI,2020-04-21, Store Associate,"Former Employee, more than 1 year","Didcot, England, England",1,1.0,1.0,,1.0,1.0,1.0,x,x,x,Awful Company,Can’t really think of many. Some of my colleagues were cool. But there were a lot of idiots there as well.,Can be a stressful pressurised environment. Managers are trained to harass you to work faster. They are under pressure to constantly grind you down to get more work out of you. It is a myth that it is really well paid. If you do earn a few £s more they get their pound of flesh for it.
ALDI,2021-03-05, Picker/Packer,Former Employee,"Liverpool, England, England",3,,,,,,,o,o,o,Yes,"Good money, people and time","Bad manager, overtime, peaks, time"
ALDI,2014-06-22, Store Assistant,"Current Employee, less than 1 year","Sudbury, East of England, England, England",5,3.0,4.0,,4.0,4.0,3.0,v,r,v,Love it!! Can't wait to progress!,Obviously the pay is very generous but yes they expect you to earn it! Our store is a very close group and I was welcomed with open arms. You get out what you put in.  If you show kindness and respect you will receive it and show hard work and my management team shows appreciation and praises your hard work. I love my job and hope to be promoted to deputy soon!,Hard work. If your idle don't apply you won't like it :)
AJ-Bell,2020-06-05, Human Resources Coordinator,Former Employee,,1,1.0,1.0,,1.0,1.0,1.0,x,o,x,Gender Discrimination and Coverups,If you’re a straight white male this is the place for you. You can treat members of staff how you like safe in the knowledge that it’ll be covered up for you.,"Too many to list. 
HR is biased and sides with management. Management lie about sexist remarks being made.
If you’re lucky to be assigned an actual job role then expect to cover other people’s jobs and be told they’re too stressed to currently do their own."
ALDI,2020-02-03, Logistics Assistant,"Current Employee, more than 1 year","Atherstone, England, England",4,5.0,5.0,,4.0,4.0,4.0,v,o,v,Great place to work,Nice building and facilities. Satisfying project work. Lots of responsibility and independent working,Progress path can be confusing and unnecessarily vague
ALDI,2020-01-13, Store Manager,"Current Employee, more than 3 years","Exeter, England, England",3,3.0,3.0,,2.0,5.0,2.0,o,o,v,Corporate Hubris,"Very rewarding work, generally great staff at store level","Non - flexibility from corporate managers, no support when needed"
ALDI,2013-04-05, Assistant Manager,"Former Employee, more than 3 years","Liverpool, England, England",4,3.0,3.0,,4.0,4.0,4.0,v,v,v,"fast paced, hard work - good pay","Good rate of pay, holidays,",Long hours that come with retail
ALDI,2016-11-19, Driver,"Current Employee, more than 8 years","Neston, North West England, England, England",2,3.0,1.0,,2.0,4.0,2.0,x,o,v,Mixed messages in transport,Good equipment good hours good pay.,Management styles are inconsistent. I'm transport a long standing leader on days rules by bullying and intimidating.  He has no interest in his staff and dismisses their concerns   Poor leadership skills see him shout swear and sulk when he doesnt get his own way.   2 new leaders haven't been jaded yet but give it time and no doubt they will follow
ALDI,2020-09-23, Cashier,"Current Employee, less than 1 year","Hatfield, East of England, England, England",3,2.0,3.0,,4.0,4.0,5.0,o,o,o,Fast paced environment,Salary was good and always an option to work overtime,Stressful atmosphere but quite friendly
ALDI,2020-08-18, Deputy Manager,Current Employee,"Nottingham, England, England",3,1.0,2.0,,4.0,3.0,3.0,x,o,r,Ok,"Can be flexible 
Overtime
Progression
I don’t know","Hard work
No life 
Pay is not as good"
ALDI,2020-08-25, Area Manager,Former Employee,"Manchester City Centre, England, England",3,2.0,3.0,,3.0,3.0,3.0,o,o,o,Graduate programme Aldi,good salary and company car,Lots of working hours required
ALDI,2020-07-09, Logistics Manager,"Current Employee, less than 1 year","Coventry, England, England",3,3.0,3.0,,3.0,5.0,3.0,x,r,v,Rewards well but expect a lot,"good pay, looks after you from a reward point of view, great facilties.",very high expectations with little direction
ALDI,2021-03-14, Deputy Manager,"Current Employee, more than 1 year","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great company to work for!,"Fast progression, very supportive and always there to help when need.",You really need to like and be able to work in a fast pace environment.
ALDI,2019-06-30, Retail Store Assistant,"Current Employee, less than 1 year","Glasgow, Scotland, Scotland",1,1.0,1.0,,3.0,1.0,3.0,x,r,x,"Nice people, terrible ethos",Nice staff who understand the (unrealistic)!demands of the job.,"Encouraged to give terrible customer service 
Ridiculous cost cutting measures which make job unnecessarily difficult to perform 
Lack of staff eg three staff per shift. 
Long hours whether you want them or not
No say in whether you can do overtime or not."
ALDI,2021-03-16, Anonymous Employee,Former Employee,"Atherstone, England, England",1,2.0,1.0,1.0,1.0,2.0,1.0,x,o,o,"Male dominated hierarchy, Sexist Company!!",The salary is better than other retailers,"No HR to raise any issues with other than your director who is male and sexist and silences you through fear of job loss. Aldi promote men with no experience above intelligent women who have lots more experience and work a lot harder. Expected to work ridiculously long hours and have way more responsibility for projects than those above you. The handling of coronavirus was appalling all office workers we were forced to continue to coming into the office weeks into the first lockdown as working from home was not a company policy, we were told to quit if we didn’t like it."
AFH-Wealth-Management,2020-01-20, Administrator,"Current Employee, more than 3 years","Bromsgrove, England, England",5,5.0,5.0,,5.0,5.0,2.0,v,o,v,Great Place to Work!,"Approachable staff
Client focused
Staff Benefits are increasing
Great way to get your foot in the door
Progression and movement is encouraged",Salary for administration staff needs to be looked into. (Extra £2-4k a year to match other companies will improve statistics)
ALDI,2021-02-01, Store Assistant,Current Employee,"Manchester, England, England",4,5.0,3.0,4.0,4.0,2.0,2.0,o,v,o,OK,"Flexible and good salary, don't get bored on shifts!","Some poor management, different opinions/politics"
AJ-Bell,2021-02-13, Anonymous Employee,"Former Employee, more than 3 years","Manchester, England, England",1,1.0,1.0,1.0,1.0,1.0,1.0,x,x,x,AJ Hell- things you should know before you join!,Good social events and Christmas parties.,"Where do we start?

After being offered the job you realise quickly you’ve been given a position in the  overworked scapegoat department. 

Pay variance- it’s massive between us some admins. Although it’s top secret, you are not suppose to discuss what you get paid. If you happen to be paid more that the threshold, you are burdened with that responsibility your whole career.  No pay rises, annual increases even if you’re promoted! It becomes your fault someone actually paid you a decent wage. 

You are just a number, easily replaced and not valued. 

Never go against the gain- you’ll be as branded defector all your career. Feedback or pointing out areas of improvement goes against the totalitarian regime. 

Good people leave or randomly disappear- it happens a lot! 

Overworked- volumes are through the roof. None of the senior management have any concepts of the levels of work the teams are experiencing. It becomes very apparent when people leave and are replaced with two people (doing their position)  , how much they actually contributed. But to Senior Management you are just a number, easily replaceable, they don’t care! 

Goodwill is taken for granted .AJ Hell believe you should freely give this away and rely so heavily on this that people burn out very quickly. Though their goodwill is never shared.

MI- Senior management clown about in the boardroom, peakcocking about their made up MI stats in order to inflate their own ego! While the board clap their performance and the truth about their departments  is swept under the carpet.  

Overtime- you won’t get paid. This is where you are forcefully volunteering your services to help the rich people of AJ Hell get richer. Remember doing your bit for the corporate community service here! 

Don’t appreciate or recognise your service- one person apparently got a framed picture of them for working there 15 years. I’m sure a mirror would have been perfectly sufficient. Another said they got sandwiches made by a director for their 10 year anniversary and made to go on lunch with them. All thrilling experiences I hope. 

Best companies- very precious about this. Around a month before the release of the survey team leaders/ management turn into Gollum corrupted by a score for their area. Managers gave you a biscuit and let you sit at their desk when completing the survey. Like that’s what your aspirations in life are! 

Going for a promotion is a lot like being judged at Cruffs. They judge you on your appearance, how you parade round the office and how obedient you are to them.

IT systems are basically just pimped up fisher price computers. I once called IT as all the banks of desks would not log on. I was told to email a screenshot of this to service  desk! 

Volunteering and raising money - always volunteering activities but some ways of the raising money were a bit seedy. I was never a fan of sitting on Santa’s (directors) laps and paying him for the privilege of my bottom being in contact with his legs, then receiving a celebration chocolate as a reward for my endeavours.

Freebies- we use to get an Easter egg each year, after  becoming a PLC times were hard and a couple of creme eggs were scattered among the department, in a bird seed type fashion. 

HR - there is nothing human about them, nor do they have the resources to actually do anything. It’s basically do as I say not as I do."
ALDI,2020-12-29, Store Assistant,Current Employee,"Swindon, Wiltshire, South West England, England, England",4,3.0,4.0,3.0,4.0,3.0,4.0,o,o,o,Hard work but pays well,"Good pay, time goes fast and always something to do",tough time constraints for tasks and hard work
AJ-Bell,2021-03-30, Anonymous Employee,"Current Employee, more than 8 years","Manchester, England, England",5,5.0,5.0,5.0,5.0,4.0,5.0,v,v,v,An amazing company to work for,The company does so much to ensure staff are engaged and the career opportunities are fantastic,There used to be limited parking spaces for staff but this has changed with the move to more home working
AFH-Wealth-Management,2017-06-09, Anonymous Employee,"Current Employee, more than 3 years",,5,,,,,,,v,v,v,Great place to work with a nice team of people. If you want to progress the opportunities are there for you.,"AFH is a progressive company who invest in their people and supports career development. Job security is a big selling point along with the continuous growth. The staff benefits are beginning to improve from offering compressed working hours to pilates classes, share options to Christmas bonus.",As the company has grown so quickly there are some issues yet things are happening to solve these. It can be frustrating that it takes so long to address them the right people need to be asked for input.
ALDI,2019-06-24, Area Manager,"Former Employee, more than 1 year","London, England, England",2,1.0,2.0,,2.0,4.0,2.0,x,r,x,Employees are totally dispensable to the business,"- Responsibility 
- Salary 
- Car & Fuel Card","- A blame culture 
- A culture of burnout where you are expected to devote your entire life to the business for little to no appreciation. 
- Very questionable management techniques. 
- A lack of focus on training often with trainees being used to by store management to simply improve their store KPIs. 
- Although completely out of the companies control it is worth noting that you will be taxed very heavily on your car and fuel card. 
- A requirement for you to move at the snap of their fingers, often with heavy relocation costs which the company does not contribute too. 
- The golden age of fast promotion has ended."
AFH-Wealth-Management,2020-06-05, Back Office Support,"Current Employee, more than 3 years","Bromsgrove, England, England",2,,,,,,,o,o,o,"A mixed bag, but on balance more negative than positive","A growing and profitable company.
Flexible hours, compressed hours and part time working are all potentially available.
Ability to buy and sell holidays.
Reasonably diverse mix of employees at lower levels.
Reasonable office facilities and friendly staff.","Autocratic, very much a “my way or the highway” organisation.
Quality control an issue, with an emphasis on volume rather than quality.
Largely ineffective middle management.
Training and upskilling are low priorities.
Some job insecurity, the company can be quite ruthless when managing out people."
ALDI,2021-03-10, Retail Store Assistant,Current Employee,"Birmingham, England, England",4,,,,,,,o,o,o,Decent,Good wage for the title,Extremely hard work for the wage
ALDI,2021-02-19, Store Assistant,"Former Employee, more than 3 years","Stoke-on-Trent, England, England",4,2.0,5.0,3.0,4.0,5.0,2.0,v,r,r,"Good, but no room for thinkinh","Very clear structure, good pay, good benefits",you are not able to make any contributions around the process or think creatively at all. The business runs on such narrow margins that they push employees past realistic goals and then the burden is adopted by the conscientious employees.
ALDI,2019-06-29, Team Leader ,"Current Employee, less than 1 year","Queenborough, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Great,"Very good Pay, great company  to work for","Long hours, unknown finish times"
ALDI,2021-03-02, Deputy Manager,"Former Employee, more than 3 years","Bolton, England, England",3,2.0,3.0,3.0,3.0,3.0,2.0,x,r,r,"Alright pay, rubbish hours",When you have a good team it could be a good atmosphere,"Unsociable hours, upper management sometimes not very good"
ALDI,2019-03-18, Assistant Store Manager,"Current Employee, more than 5 years","Darlington, North East England, England, England",4,2.0,4.0,,3.0,3.0,3.0,x,r,v,48 hours per week minimum*****,"great people, great customers, no two days are the same","long hours, 48 hours a week expected, not much opportunity for progression"
ALDI,2016-07-25, Assistant Store Manager,"Former Employee, less than 1 year","Neston, North West England, England, England",2,1.0,2.0,,4.0,1.0,3.0,x,x,x,Assistant store manager,"Good pay, good progression for those willing to work 60+ hours a week with no complaints, can travel across country","Was told it would be no more than 48hours when joined, any work you work over that would be paid back in time back. Worked a minimum of 55 hours every week and never seen any time back or extra pay. when I Left owed over 100 hours and didn't see any extra. Be prepared to work endless hours for the pay you earn. very much a culture of don't leave until everythings finshed. Countless shifts from 11am to 2,3am to be back in at 6 next morning"
ALDI,2020-08-22, Sales Associate,"Former Employee, more than 3 years","Garstang, England, England",2,3.0,3.0,,3.0,3.0,3.0,x,v,x,It was okay,People pay time hours finish,Tills stock early morning late
ALDI,2021-01-15, Deputy Manager,"Current Employee, more than 5 years","Bath, England, England",5,2.0,3.0,3.0,4.0,4.0,4.0,v,r,r,Good place to work,In store progression and salary,Long hours and work life balance
ALDI,2015-11-12, District Manager,Current Employee,"London, England, England",1,1.0,1.0,,2.0,2.0,1.0,x,r,r,Leadership,Good hardworking staff and medium term career prospect,Poor Leadership combined with arrogant management is holding back staff. People are promoted too soon and then set up to fail.
AFH-Wealth-Management,2018-07-05, Anonymous Employee,"Former Employee, more than 3 years",,1,3.0,1.0,,2.0,1.0,1.0,x,x,v,Could be so much better,"Lots of talented and friendly people.

Real opportunity for this to be a good company.","The talented and friendly people are woefully managed.

The management are self-centered and short sighted. Mostly interested in protecting their own jobs.

When many of the staff are paid at minimum wage having the MD turn up in a Rolls Royce doesn't help"
ALDI,2021-03-02, Sales Assistant,"Current Employee, less than 1 year","York, England, England",4,5.0,4.0,4.0,2.0,4.0,3.0,v,r,r,Good,The pay is good and you work on a 4 weekly rota so it’s easy to get shifts off you need.,The work is timed including 45min to work pallets and you have to be speedy on the till.
ALDI,2018-09-15, Retail Store Assistant,"Current Employee, more than 1 year","London, England, England",5,4.0,5.0,,5.0,5.0,4.0,v,v,v,Best job I've had in years!,"I left the restaurant business for a career with Aldi. I knew it would quite literally mean blood, sweat, and tears. But it's nothing compared to the job satisfaction I get from knowing I've made a customer smile or laugh. I love the fact that managers will say ""please"" and ""thankyou"", and actively recognise your hard work. 

It's all worth it, if you're willing to be a team player. 

The company structure means a pay-rise twice a year.  What other industry or employer can guarantee that!?","I won't lie, it is HARD WORK, and those who are afraid of that would, and should be put off by it. The rest of us don't mind, because we don't mind getting up at stupid o'clock to ensure that produce, chiller, bread and freezer look amazing. 

Ultimately, it is about teamwork.  Future employees need to understand that if you don't put in the effort, you will never get the rewards."
ALDI,2021-03-01, Store Assistant,Current Employee,"Nottingham, England, England",5,,,,,,,o,o,o,Recession proof,Pays better than a lot of jobs without a degree as long as you get 4 shifts a week on average.,Goodbye to the social life that people who work 9-5 have.
ALDI,2017-10-13, Store Assistant,"Current Employee, more than 3 years","Stoke-on-Trent, England, England",3,2.0,3.0,,3.0,3.0,4.0,v,v,v,Store assistant,Good pay and flexible hours,Very physical and very sexist and agest
ALDI,2015-11-28, Nights Stores Stock Replenshing,"Former Employee, less than 1 year","Knutsford, England, England",1,,,,1.0,,,x,o,x,aldi produce,stock replenshing avoid at all costs going on nights,"i started training on day for two weeks they didnt tell my shift 10-6am  rota till 4 days prior !!!!  and told tuesday to sunday morning forever !   i am a keen bodybuilder and use to working like a Donkey !  but aldi your  never going fast enough , i was on produce for  and lifting heavy boxes over 20kg and leaning over all the time to put boxes back in the rack has damaged my back ,  they knew my back was hurting as put in me on chiller but the damage was allready done and had to go on the sick , 2 wks , while  i was still on the sick ! i recieved a letter from aldi i am no longer employed due to my time off !!!!!!!     
now  taking legal action , for back unjury due to heavy loads"
AFH-Wealth-Management,2019-08-08, Administrative,"Current Employee, more than 1 year","Bromsgrove, England, England",4,4.0,5.0,,3.0,3.0,5.0,v,o,v,Good place,"Friendly people, almost like a family!","Progression is hard, almost feels like the supervisors/managers don’t want progression sometimes. 

Pay is too low"
ALDI,2021-03-05, Store Assistant,"Former Employee, more than 1 year","Liverpool, England, England",4,1.0,1.0,5.0,3.0,2.0,2.0,v,r,v,"Good hourly rate, but unsociable hours","• Hourly rate above minimum wage
• Great team atmosphere","• Unsociable hours
• All the Store Assistant in my shop were on 25 hour/week contract and it was sometimes very difficult to get more hours (unless you were willing to go to the store at 7am on your day off because someone texted the manager at 6 to call sick)
• You will be timed at the till and on the shop floor. Nobody cares if you are having a bad day, you will be marked down!"
ALDI,2017-11-10, Store Assistant,Current Employee,"South Shields, England, England",3,4.0,2.0,,4.0,3.0,5.0,v,o,x,Aldi store assistant,Always busy so shifts go quick,Not enough hours to be able to save
ALDI,2019-01-30, Anonymous Employee,"Current Employee, more than 5 years","Manchester, England, England",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Admin,great environment and colleagues to work in/with,no cons hard work and worth it
ALDI,2021-03-07, Deputy Manager,"Current Employee, more than 5 years","Stoke-on-Trent, England, England",5,4.0,5.0,5.0,4.0,4.0,4.0,v,v,v,Hard work but rewarding,"It pays well for retail, time flies and you meet good people",Can incure injuries and pains from work
ALDI,2020-12-26, Store Associate,Current Employee,"Faversham, England, England",4,,,,,,,o,o,o,Good pay,Good pay compared to other supermarkets,"It’s Hard graft, have to work quick"
ALDI,2020-08-11, Store Assistant,"Current Employee, less than 1 year","Cardiff, Wales, Wales",4,3.0,4.0,,4.0,3.0,4.0,v,o,v,Flexible employer,"Able to work hours to suit your home situation, good team feeling",Expect to work hard and fast. There are very early starts
ALDI,2020-12-08, Manager,"Former Employee, more than 10 years","Leicester, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Best employee,Best company I have worked for,Cannot think of any to add
ALDI,2014-08-21, Stock Assistant,"Current Employee, less than 1 year","Manchester, England, England",1,1.0,1.0,,1.0,1.0,1.0,x,x,x,Horrible place to work,Friendly co workers (store assistant),"No breaks, very hard job."
ALDI,2021-01-01, Shop Assistant,"Former Employee, less than 1 year","Coventry, England, England",2,2.0,3.0,3.0,3.0,3.0,2.0,x,r,r,Stressful,Good pay compared to other shop assistant roles,"Always understaffed, always over-worked, very stressful. Managers are under a lot of pressure, you can never work fast enough for them.
Higher pay is not worth the stress"
ALDI,2021-01-08, Shop Assistant,"Former Employee, more than 5 years","Llandudno, Wales, Wales",5,5.0,4.0,5.0,5.0,4.0,5.0,v,v,v,Brilliant company and great place to work!,Flexible hours (really understanding of other commitments) and great pay,None to speak of. Great company!
ALDI,2019-06-04, Deputy Manager,"Current Employee, more than 3 years","Oxford, England, England",4,1.0,3.0,,4.0,5.0,3.0,x,r,v,Good but challenging place to work,Pay and variety of different benefits,"Work life balance, lack of cooperation"
ALDI,2021-03-07, IT Technician,Current Employee,"Atherstone, England, England",5,,,,,,,o,o,o,Excellent,Excellent place to work for,Nothing to complain about at all
ALDI,2020-11-29, Trainee Area Manager,Former Employee,"London, England, England",4,3.0,4.0,3.0,4.0,5.0,4.0,v,r,r,Good place to work,"Rewarding, good career progression opportunities","High work load, inconsistent hours"
ALDI,2019-10-22, Team Member,"Current Employee, more than 5 years","London, England, England",3,3.0,2.0,,3.0,3.0,4.0,v,v,v,Working,"The store is relatively cheap 
 And gives Good pay",Alott of work to do
ALDI,2021-03-07, Graduate Area Manager,"Former Employee, more than 1 year","Birmingham, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,r,Great,"Great pay, great team, wonderful place to work",There nothing really bad about it
AJ-Bell,2021-02-27, Financial Control Assistant,"Current Employee, more than 1 year","Manchester, England, England",3,2.0,3.0,5.0,2.0,3.0,2.0,v,o,r,-,"Monthly payday drinks (on the last Friday of the month which isn't always payday)
Summer & Winter parties
Bi-Annual bonus scheme
On site gym

From a social perspective, it is brilliant","Low pay for the work that is carried out
Overworked staff
Limited growth opportunities
Management don't seem to listen to the needs of their employees"
ALDI,2021-02-01, Store Assistant,"Current Employee, more than 5 years","Cardiff, Wales, Wales",1,1.0,1.0,1.0,1.0,1.0,1.0,x,x,x,Vile treatment,None they have left me desolate with no pay being off with mental health relying on food banks,Plenty ..better off working for Asda or anywhere
AJ-Bell,2021-02-04, Operations Administrator,"Former Employee, more than 1 year","Manchester, England, England",1,5.0,1.0,4.0,3.0,1.0,1.0,x,x,x,AJ Hell,"Company drinks, good Christmas / Summer do, nice people. Good work / life balance when volumes are lower.","Salary
The salaries at this company across the board are very low compared to their competitors. The bonus is also extremely low and you have to constantly justify to your manager why you are entitled to a bonus in end of year reviews.

Salary increases are not actual salary increases they are just in line with inflation. Salary and bonus are not determined by your level of effort at all. No overtime pay ever available. Effort is therefore not rewarded at all at AJ Bell, you shall receive the same pay for whatever effort you put in.

Management

Management have little to no knowledge of the financial services industry whatsoever. They are just told by upper management to manage by fear and constantly harass and bully staff to work longer hours which is due to constantly being understaffed. 

Management also alter MI so that it shows a team is performing well when it isn’t which is lying to upper management. 

Culture

Some areas better than others but overall there is a serious issue at AJ Hell from managers to make decisions from fear of getting blamed. This creates an awkward environment where teams aren’t run properly. This is done so that they can then blame their staff members to avoid any accountability and use them as scape goats if anything goes very wrong.

Promotions

Promotions are never given to people who deserve them. AJ Hell is very backwards in the way that you can only get promoted if a vacancy arises for that position and not down to merit. 

IT systems

The systems are a complete joke there are always issues. IT are nice and friendly but have very little knowledge to solve issues. IT issues can remain unresolved for months as they can just open and close “calls” so it appears as though your issues are resolved.

Overall:

Good place to start your career or use as a stepping stone to advance your career."
ALDI,2020-10-28, Sales Assistant,Current Employee,"Chichester, England, England",3,,,,,,,o,o,o,So far so good,Always Busy and time goes quick,Different rota and different days off each week. Mot much of a cons as it's normal for retail
ALDI,2021-03-23, Store Assistant,"Current Employee, less than 1 year","Québec, QC",3,3.0,3.0,4.0,4.0,3.0,3.0,o,o,o,Not so bad,Good job to learn how to deal with customers,Nightshift unless you ask not to do it
ALDI,2020-09-15, Aldi Store Assistant,"Former Employee, less than 1 year","Glasgow, Scotland, Scotland",3,,,,,,,v,o,r,Aldi Store Assistant,-Paid above the UK living wage,"-Poor work-life balance
- Not enough career progression offered"
AJ-Bell,2020-02-29, Pension Administrator,"Former Employee, more than 3 years","Trafford Park, England, England",3,3.0,3.0,,1.0,2.0,2.0,v,r,r,Great starter job but don't stay,Great pensions training but no progression.,"Poor company pension - for a pension company!
Astonishing staff turnover.  
Few opportunities to move up the ladder, no matter what skills you have.
Would rather cut corners than fix source of problems or deal with systemic issues."
ALDI,2015-11-25, Store Assistant,Current Employee,"London, England, England",5,,,,5.0,,,v,v,v,J,"Good money, fun environment, chalenging","Hectic, growth issues, not really flexible"
ALDI,2020-07-17, Stock Assistant,Current Employee,"Oxford, England, England",4,,,,,,,o,o,o,Aldi Stock Assistant,"Great team to work with, they are all very friendly","Tiring, hard work. However, this was expected"
AJ-Bell,2019-09-21, Investment Administrator,"Current Employee, less than 1 year",,4,5.0,5.0,,3.0,5.0,4.0,v,v,v,Good First Job,"Great people,  good company culture, lovely office space and decent location","Slight lack of career progression,  have skills which could be better utlitised but most people stuck in admin/customer service roles - nature of the business I guess!"
ALDI,2018-07-13, Management,"Current Employee, less than 1 year","Swindon, Wiltshire, South West England, England, England",5,1.0,4.0,,5.0,5.0,4.0,v,v,v,Aldi IP,"responsibility, challenge difficult but very enjoyable","hours worked, social life balance"
ALDI,2018-07-09, Store Assistant,"Current Employee, more than 1 year","Manchester, England, England",2,2.0,1.0,,1.0,4.0,2.0,x,r,r,Awful Structure & Long Hours,"Flexibility in shifts
Great for hard workers
Above average industry pay","Soul destroying work
Poor treatment from managers
Little to no chance of progression"
ALDI,2020-09-13, Shop Assistant,Current Employee,"Birmingham, England, England",3,,,,,,,o,o,o,Aldi,Good pay and good staff,Long shifts and no weekends off
ALDI,2019-11-03, Hgv Driver,"Former Employee, more than 8 years","Neston, North West England, England, England",2,2.0,1.0,,1.0,2.0,1.0,x,r,r,It’s all about “The Business”,Holiday entitlement is pretty reasonable,"Management, Pay, Hours, Health and Safety issues, different contracts for people doing the same job"
ALDI,2020-10-10, Store Assistant,"Current Employee, less than 1 year","Birmingham, England, England",4,,,,,,,o,o,o,Overall good,Good pay and Cycle benefit scheme,You need to constantly be quick on tills
